"标题","标题链接","brief","keywords","发布时间","新闻类别","采集时的时间"
"从“小人书”到“架上连环画”","http://arts.cctv.com/2018/07/02/ARTIC4ioR9VnraMbiWijNvnK180702.shtml","连环画又称连环图画、“小人书”，它以连续的图画叙述故事、刻画人物，形式题材广泛，内容多样，曾经是数代人的童年文化记忆。",,,"书画","2021-05-27 18:19:06"
"纪念何香凝诞辰140周年系列活动在深圳举办","http://arts.cctv.com/2018/07/02/ARTIWIqCW9epSSBWJUcnh87V180702.shtml","“腕底烟云未等闲——纪念何香凝诞辰一百四十周年艺术精品展”在深圳何香凝美术馆开幕，美术馆内高朋满座，来自社会各界的众多嘉宾参加了开幕式。",,,"书画","2021-05-27 18:19:06"
"224件国际艺术大师作品同时亮相中国美术馆","http://arts.cctv.com/2018/06/29/ARTIE6g3TC6YRE2HmzMZHOIL180629.shtml","6月27日，中国美术馆构建人类命运共同体主题展“美美与共——中国美术馆藏国际艺术作品展”在中国美术馆展出，毕加索、达利、珂勒惠支、葛饰北斋等来自61个国家的艺术大师的224件艺术品同时亮相，在中国美术馆史上实属首次。",,,"书画","2021-05-27 18:19:06"
"让中国节气文化滋养当代生活","http://arts.cctv.com/2018/06/26/ARTI6ifsPPbWIveQomtKkGjp180626.shtml","教师有教师节、记者有记者节、护士有护士节……作为农业大国的中国，农民是人口的最大多数，农业丰收关乎民生根本，农民丰收如今也有了专门的节日。",,,"书画","2021-05-27 18:19:06"
"梅兰芳其人其画","http://arts.cctv.com/2018/06/26/ARTING3lf1v6fFFMni4WZEM2180626.shtml","梅兰芳，一代京剧泰斗，家喻户晓。除了演戏，他还有不为人知的另一面，那就是在绘画方面的造诣。",,,"书画","2021-05-27 18:19:06"
"时代楷模文朝荣事迹搬上荧幕 电影《文朝荣》在京首映","http://arts.cctv.com/2018/06/21/ARTIm78fXyWAMBSBRAR8G4nk180621.shtml","6月22日上午，由中国文联出版社联合毕节市委宣传部、赫章县委宣传部共同制作的电影《文朝荣》首映式在全国政协礼堂举行。",,,"书画","2021-05-27 18:19:06"
"中小学书法进课堂调研活动在香港、澳门举行","http://arts.cctv.com/2018/06/20/ARTILBylsZ1Mh5RT9DodezpO180620.shtml","端午节放假期间，由全国教育书画协会少年书法教育分会主办的“中小学书法进课堂调研活动”在香港、澳门两地举行。",,,"书画","2021-05-27 18:19:06"
"“无问西东——从丝绸之路到文艺复兴”展在国博开幕","http://arts.cctv.com/2018/06/20/ARTInJGtoehdbayaJwKExm62180620.shtml","由中国国家博物馆和湖南省博物馆联合主办“无问西东——从丝绸之路到文艺复兴”展，汇集展出了意大利21家博物馆、国内17家博物馆共计200余件（套）文物精品。",,,"书画","2021-05-27 18:19:06"
"丝绸之路国际美术馆联盟在京成立","http://arts.cctv.com/2018/06/20/ARTI7blmPktz3jDjnHXiIsLg180620.shtml","6月19日，丝绸之路国际美术馆联盟成立仪式在中国美术馆举行。文化和旅游部党组成员于群出席活动并致辞，来自“一带一路”沿线18个国家和地区的国家美术馆和重点美术机构的24位嘉宾出席了成立仪式。",,,"书画","2021-05-27 18:19:06"
"“匈牙利当代艺术展”登陆中国美术馆","http://arts.cctv.com/2018/06/20/ARTIIlYne9KgROHaKuFfnKjg180620.shtml","6月17日，由匈牙利驻华大使馆、北京匈牙利文化中心、中国美术馆共同主办的“匈牙利当代艺术展”在中国美术馆开幕。展览展出来自匈牙利艺术家的99件绘画作品及24件雕塑作品。",,,"书画","2021-05-27 18:19:06"
"第二届“中华诗词有奖征集”活动在京启动","http://arts.cctv.com/2018/06/15/ARTI2wOj1YyfxqVyCbcDWzkP180615.shtml","6月15日上午，由诗刊社、中国民族博览杂志社、中国诗书画网、北京东方中国诗书画院联合举办的第二届“中华诗词有奖征集”活动新闻发布会在中央电视台梅地亚中心举行，即日起面向海内外征稿。",,,"书画","2021-05-27 18:19:06"
"李白是哪一种书法家？","http://arts.cctv.com/2018/06/14/ARTIkVt6Zmz48F2F46UuAmJm180614.shtml","李白的书名为诗名所掩。孟棨《本事诗》载：“ （玄宗）遣二内臣掖扶之，命研墨濡笔以授之。又令二人张朱丝栏于其前。白取笔抒思，略不停缀，十篇立就，更无加点。笔迹遒利，凤跱龙拏” 。",,,"书画","2021-05-27 18:19:06"
"漫谈古代文人与赏石","http://arts.cctv.com/2018/06/14/ARTIPz8ib9OrKTZSYleZKQVZ180614.shtml","云峰石迹，迥出天机，文人画家道法自然，心之所向，由赏石藏石进而画石，笔意纵横，参乎造化，更在写实的表象之下，追求抽象之美、书法之趣与人文之思。",,,"书画","2021-05-27 18:19:06"
"2018中马青少年书法交流大会在北师大举行","http://arts.cctv.com/2018/06/13/ARTIkFpLfYxdvzTiH6DdJPA9180613.shtml","6月10日，由北京师范大学启功书院、马来西亚书艺协会主办的“2018中马青少年书法交流大会”在北京师范大学京师学堂东厅举行，来自中国、马来西亚的近百位中小学生参加交流活动，进行现场书写比赛和文艺演出。",,,"书画","2021-05-27 18:19:06"
"西部少数民族青年美术家作品展在京展出","http://arts.cctv.com/2018/06/13/ARTIUh22LqISJGPSGOsnZfza180613.shtml","6月12日，由中国文学艺术界联合会、中国美术家协会、中国文学艺术基金会、中央民族大学、首都师范大学共同主办的“西部少数民族青年美术家作品展暨第七届西部少数民族青年美术家高研班开学典礼”在中国文艺家之家展览馆开幕。",,,"书画","2021-05-27 18:19:06"
"百件国宝齐聚浙博讲述浙江故事","http://arts.cctv.com/2018/06/11/ARTIxrX89sNwLVfOTmquTmUf180611.shtml","6月8日，浙江省博物馆为期4个月的年度重头大戏“越地宝藏——100件文物讲述浙江故事”在浙江西湖美术馆与观众见面了。展览汇聚全省39家文博机构百件（组）文物，沿着从史前到明清历史脉络，为观众呈现浙江大地上精彩的历史印迹与独特的地域文化。",,,"书画","2021-05-27 18:19:06"
"“第六届全国青年美术作品展览”在中国美术馆开幕","http://arts.cctv.com/2018/06/08/ARTIEvvSskb5XAdeX8HPWjxh180608.shtml","6月8日，由中华全国青年联合会、中国文学艺术界联合会、中国美术家协会共同主办，中国美术馆、中华艺文基金会支持的“第六届全国青年美术作品展览”在中国美术馆开幕。",,,"书画","2021-05-27 18:19:06"
"铁笔生花——故宫博物院藏吴昌硕书画篆刻特展开幕","http://arts.cctv.com/2018/06/07/ARTIdqTDGzzTSvBrsNL9spVK180607.shtml","2018年6月3日，“铁笔生花——故宫博物院藏吴昌硕书画篆刻特展”在故宫博物院文华殿展厅隆重开幕。吴昌硕是近现代最为重要的书画家、篆刻家之一，在艺术上是传统与现代交汇点上坐标式的代表人物,是承古开今的艺术大师。",,,"书画","2021-05-27 18:19:06"
"第三届《全球华人少年书法大会》正式启动","http://arts.cctv.com/2018/06/01/ARTICl30AEWXYGIcygNqo3sk180601.shtml","2018年6月1日，第三届《全球华人少年书法大会》在北京梅地亚中心正式启动。大会致力于创办中国少年书法教育权威盛会，即日起面向6-18岁全国中小学在校生及海外青少年书法爱好者发出征集令。",,,"书画","2021-05-27 18:19:06"
"第三届全球华人少年书法大会征集令","http://arts.cctv.com/2018/05/31/ARTI6tmAtXWxUrcIz6feVi8c180531.shtml","《全球华人少年书法大会》是中央广播电视总台新媒体精心打造的文化品牌和公益活动之一，2018年，第三届大会在中国侨联指导和中国教育学会、广东省政协书画艺术交流促进会的学术支持下再次扬帆起航。",,,"书画","2021-05-27 18:19:06"
"福建省青年画家创作成果汇报展在京展出","http://arts.cctv.com/2018/05/30/ARTIVqZkAuXyVQI3lsGl24oF180530.shtml","5月30日，由中国文联国内联络部、中国美术家协会指导，中国文学艺术基金会、福建省文学艺术界联合会、福建省美术家协会主办的寻找时代美丽乡村——福建省青年画家“深入生活、扎根人民”创作成果汇报展在中国文联文艺家之家展览馆开幕。",,,"书画","2021-05-27 18:19:06"
"（全国）教育书画协会少年书法教育分会在京成立","https://arts.cctv.com/2018/05/28/ARTIFEBNleToLVB6Wg6IfsCq180528.shtml","5月27日，（全国）教育书画协会少年书法教育分会在京正式成立。为贯彻落实习近平新时代社会主义思想，落实中央两办《关于实施中华优秀传统文化传承发展工程的意见》精神，为了服务中小学书法教育工作，教育部（全国）教育书画协会特批准成立少年书法教育分会。",,,"书画","2021-05-27 18:19:06"
"农事题材汉画背后的快乐与辛勤","http://arts.cctv.com/2018/05/25/ARTIDavaaRdqb3VAsIv5OGr5180525.shtml","近日在北京山水美术馆展出的“中国汉画大展”中，有不少汉画是对于汉代农业的描绘与记录。从考古出土的汉画中可以看到，渔猎方面有围猎野鹿、荷塘渔猎，农耕则有牛耕、播种、收获等劳动环节。",,,"书画","2021-05-27 18:19:06"
"2018“文化和自然遗产日”聚焦美好生活","http://arts.cctv.com/2018/05/24/ARTI0xRuszBfzYMyTDgJQmbM180524.shtml","6月9日又将迎来我国的“文化和自然遗产日”。5月22日，文化和旅游部召开例行新闻发布会，介绍了今年遗产日前后非遗系列宣传展示活动和文博宣传活动的整体安排。",,,"书画","2021-05-27 18:19:06"
"韩乐然诞辰120周年：中国美术馆藏韩乐然作品展","http://arts.cctv.com/2018/05/22/ARTIBLiU0XqOnJWT8TypbYQI180522.shtml","时值韩乐然先生诞辰120周年，由中国美术馆主办的“典藏活化”系列展“丝路飞虹——韩乐然诞辰120周年中国美术馆藏韩乐然作品展”于2018年5月19日启幕中国美术馆。",,,"书画","2021-05-27 18:19:06"
"达·芬奇的《蒙娜丽莎》为什么如此有名","http://arts.cctv.com/2018/05/17/ARTIxG2bIyXTJchF2JlgB5lf180517.shtml","《蒙娜丽莎》这幅作品被认为是达·芬奇的代表作。1507年他的创作完成，后来逐渐完成了自身的典化过程，成为世界上最珍贵、知名度最高的一幅肖像画。",,,"书画","2021-05-27 18:19:06"
"第十四届文博会闭幕 向世界展示文化改革发展成就","http://arts.cctv.com/2018/05/16/ARTIm3cbgcOnLIlOld8sw3Bw180516.shtml","今年恰逢改革开放40周年，文博会特别举办“庆祝中国改革开放40周年文化精品展”，综合运用图文、数据、视频、多媒体演示等多种手段，集中呈现改革开放特别是党的十八大以来文化改革发展取得的巨大成就。",,,"书画","2021-05-27 18:19:06"
"纪念张伯驹先生诞辰120周年座谈会召开","http://arts.cctv.com/2018/05/16/ARTI66973EzvosA8dMkzc00o180516.shtml","7日，由文化和旅游部、中央文史研究馆、国家文物局共同主办的纪念张伯驹先生诞辰120周年座谈会在人民大会堂举行。文化和旅游部党组书记、部长雒树刚出席座谈会并讲话。",,,"书画","2021-05-27 18:19:06"
"文化和旅游部认定第五批国家级非物质文化遗产代表性项目代表性传承人","http://arts.cctv.com/2018/05/16/ARTI8NQO0J6TfkEYP1vsymx5180516.shtml","文化和旅游部近日确定并公布了第五批国家级非物质文化遗产代表性项目代表性传承人名单，共1082人。",,,"书画","2021-05-27 18:19:06"
"“5·18”国际博物馆日——“超连”博物馆的永恒主题","http://arts.cctv.com/2018/05/16/ARTIgkkoSeZFlcIpnwm3mhUf180516.shtml","今年国际博物馆日的主题为“超级连接的博物馆：新方法、新公众”。“超级连接”本身是一个网络术语，这充分表明了博物馆发展面临的时代背景。",,,"书画","2021-05-27 18:19:06"
"国家文物局发布国际博物馆日中国主会场活动内容","http://arts.cctv.com/2018/05/16/ARTIfWKjyOzOSaB47QRFQXUH180516.shtml","今年国际博物馆日的主题“超级连接的博物馆：新方法、新公众”，主会场活动看点十足，可以概括为六项活动、两个展览和一个论坛。",,,"书画","2021-05-27 18:19:06"
"来自中国美术馆的艺术“问道”白俄罗斯国家美术馆","http://arts.cctv.com/2018/05/14/ARTInHTssQZmSDelSWLhRfI7180514.shtml","2018年5月8日，“中国写意——来自中国美术馆的艺术”来到白俄罗斯国家美术馆。展览作为中国美术馆与白俄罗斯国家美术馆合作框架协议下的重要项目，为拓展中白文化交流新的合作可能做出贡献。",,,"书画","2021-05-27 18:19:06"
"中国美术馆展出百余件于右任书法作品","http://arts.cctv.com/2018/05/11/ARTIgqzOeYlR9GQ7rk8ZrAOy180511.shtml","5月11日，由中国美术馆主办的“为万世开太平——于右任书法作品展”在中国美术馆开幕。展览遴选于右任先生代表作品百余件，并有部分碑志拓片，多方位展示了于右任先生多年以来的书法创作成果，呈现其对书法艺术的探索和追求。",,,"书画","2021-05-27 18:19:06"
"明月松间照：中国古代绘画中的“松”","http://arts.cctv.com/2018/05/08/ARTInzY3x50WAUsNMqDbr573180508.shtml","日前，北京松美术馆迎来了开馆后的第二个大展“明月松间照——中国古代绘画中的‘松’”，与开馆展“从梵·高到中国当代艺术”的现代风格完全不同，此次展出的46件作品囊括了宋、元、明、清不同历史时期的风格类型。",,,"书画","2021-05-27 18:19:06"
"清华大学荷塘诗社成立十周年纪念","http://arts.cctv.com/2018/05/07/ARTIEkLugLWtzFyhHKfSixi5180507.shtml","4月19日下午，作为清华大学107周年校庆活动之一，清华大学工会荷塘诗社成立十周年纪念暨《荷声诗韵》《心如秋水水如天-韫辉诗词百首》首发式在主楼接待厅举行。",,,"书画","2021-05-27 18:19:06"
"第二届“全球华人少年书法大会”评选结果公布","http://arts.cctv.com/2018/04/27/ARTIxU5avSWH27D8J9qlptyK180427.shtml","第二届“全球华人少年书法大会”活动经评委会和监委会的初评、复评、终评，全面考察作品的内容、水平，从67200件有效投稿作品中最终评选出了本年度100名“全球华人少年书法明日之星”，从中推荐出10名“全球华人少年书法新星”。",,,"书画","2021-05-27 18:19:06"
